PERIODO,ESTU_TIPODOCUMENTO,ESTU_CONSECUTIVO,COLE_AREA_UBICACION,COLE_BILINGUE,COLE_CALENDARIO,COLE_CARACTER,COLE_COD_DANE_ESTABLECIMIENTO,COLE_COD_DANE_SEDE,COLE_COD_DEPTO_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_CODIGO_ICFES,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_NATURALEZA,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,ESTU_COD_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_COD_RESIDE_DEPTO,ESTU_COD_RESIDE_MCPIO,ESTU_DEPTO_PRESENTACION,ESTU_DEPTO_RESIDE,ESTU_ESTADOINVESTIGACION,ESTU_ESTUDIANTE,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_MCPIO_PRESENTACION,ESTU_MCPIO_RESIDE,ESTU_NACIONALIDAD,ESTU_PAIS_RESIDE,ESTU_PRIVADO_LIBERTAD,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONMADRE,FAMI_EDUCACIONPADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEAUTOMOVIL,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_TIENELAVADORA,DESEMP_INGLES,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20162,TI,SB11201620004559,URBANO,N,A,TÉCNICO,185315000084,185315000084,85,85315,078170,CASANARE,MIXTO,MAÑANA,SACAMA,OFICIAL,INSTITUCION EDUCATIVA ANTONIO NARIÑO,TECNICO ANTONIO NARIÑO,S,81,81794,85,85315,ARAUCA,CASANARE,PUBLICAR,ESTUDIANTE,31/10/1999,F,TAME,SÁCAMA,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 1,Once,No,No,No,No,A1,48,57,61,59,60,292
20152,TI,SB11201520408325,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,25/08/1998,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 1,Tres,No,No,No,Si,A-,43,63,64,61,51,292
20224,CC,SB11202240425084,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,11/12/2003,F,TAME,TAME,COLOMBIA,COLOMBIA,N,,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,,,,Si,,A1,51,65,49,56,66,292
20142,TI,SB11201420114305,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDON,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,28/02/1999,M,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria incompleta,Estrato 1,Cuatro,No,Si,No,No,A-,45,58,66,64,50,292
20224,CC,SB11202240425084,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,11/12/2003,F,TAME,TAME,COLOMBIA,COLOMBIA,N,,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,,,,Si,,A1,51,65,49,56,66,292
20172,TI,SB11201720093466,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/07/2001,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Primaria completa,Estrato 2,5 a 6,Si,No,No,No,A1,50,59,59,64,54,292
20162,TI,SB11201620494111,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/05/1999,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,Cuatro,No,Si,Si,No,A1,54,70,54,59,52,292
20172,TI,SB11201720309970,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,28/02/2001,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Educación profesional completa,Educación profesional completa,Estrato 1,3 a 4,No,No,Si,Si,A1,56,59,54,63,58,292
20162,TI,SB11201620352182,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/07/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Cinco,No,Si,Si,Si,A-,48,60,58,61,59,292
20162,TI,SB11201620210524,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/05/1999,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A-,43,57,58,58,66,292
20162,TI,SB11201620112348,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/03/1999,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,Si,No,Si,A2,60,52,54,62,65,292
20224,TI,SB11202240592313,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/07/2004,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Primaria completa,Estrato 1,5 a 6,No,Si,Si,Si,A1,51,60,57,56,63,292
20162,TI,SB11201620208442,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,15/09/1999,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Cinco,No,No,No,No,A1,49,65,52,59,61,292
20152,TI,SB11201520454871,URBANO,N,A,ACADÉMICO,181794003151,181794003151,81,81794,093112,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,COLEGIO NACIONAL SAN LUIS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,22/12/1998,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,Dos,No,No,No,No,A-,44,54,66,59,59,292
20224,TI,SB11202240592313,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,662494,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/07/2004,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Primaria completa,Estrato 1,5 a 6,No,Si,Si,Si,A1,51,60,57,56,63,292
20224,TI,SB11202240383924,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/04/2004,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria incompleta,Sin Estrato,7 a 8,No,No,No,No,A1,50,64,52,58,62,292
20224,TI,SB11202240180036,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/10/2005,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,Si,Si,Si,A1,52,59,62,51,64,292
20152,TI,SB11201520291085,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/12/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cinco,Primaria incompleta,Primaria incompleta,Estrato 1,Cinco,Si,Si,No,No,A-,40,57,70,61,52,292
20224,TI,SB11202240383924,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/04/2004,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria incompleta,Sin Estrato,7 a 8,No,No,No,No,A1,50,64,52,58,62,292
20194,TI,SB11201940273606,RURAL,N,A,TÉCNICO,281794003202,281794003202,81,81794,078139,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA PARMENIO BONILLA PAREDES,INSTITUTO PARMENIO BONILLA PAREDES,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,03/02/2003,F,TAME,TAME,COLOMBIA,COLOMBIA,N,,Primaria completa,Primaria completa,Estrato 1,,,,No,,A1,53,57,55,62,61,292
20152,TI,SB11201520474543,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/12/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,Estrato 1,Cuatro,No,Si,No,Si,A2,63,63,60,55,54,292
20224,TI,SB11202240180036,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/10/2005,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,Si,Si,Si,A1,52,59,62,51,64,292
20172,TI,SB11201720307612,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/12/1999,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,Si,Si,No,No,A1,55,56,61,56,62,292
20142,TI,SB11201420456338,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/03/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) completa,Estrato 1,Tres,No,Si,No,No,A-,47,61,53,58,65,292
20224,TI,SB11202240233382,RURAL,,A,ACADÉMICO,281794000602,281794000602,81,81794,155838,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,I.E. ANTONIO RICAURTE,ANTONIO RICAURTE,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/03/2003,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria incompleta,Estrato 1,7 a 8,No,No,No,Si,A1,51,68,54,57,56,291
20152,TI,SB11201520048259,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDON,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81001,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/09/1998,F,TAME,ARAUCA,COLOMBIA,COLOMBIA,N,Uno,Secundaria (Bachillerato) completa,Primaria completa,Estrato 1,Dos,No,Si,No,Si,A1,49,57,67,59,53,291
20194,TI,SB11201940298509,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/02/2001,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 1,3 a 4,No,No,No,Si,A1,52,63,57,53,62,291
20162,TI,SB11201620335992,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,11/05/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,Cuatro,No,No,No,No,A1,55,59,55,65,54,291
20194,TI,SB11201940338221,RURAL,,A,ACADÉMICO,281794004179,281794004179,81,81794,569384,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/06/2004,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Técnica o tecnológica completa,Educación profesional completa,Estrato 4,3 a 4,No,No,Si,Si,A1,55,61,56,54,63,291
20224,TI,SB11202240243528,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,11/06/2005,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica completa,Primaria incompleta,Sin Estrato,3 a 4,No,No,Si,No,A2,60,67,55,46,64,291
20172,TI,SB11201720344778,RURAL,,A,ACADÉMICO,281794004179,281794004179,81,81794,569384,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/10/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Ninguno,Estrato 1,5 a 6,No,No,No,Si,A1,51,53,61,59,62,291
20194,TI,SB11201940298509,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/02/2001,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 1,3 a 4,No,No,No,Si,A1,52,63,57,53,62,291
20194,TI,SB11201940273313,RURAL,N,A,TÉCNICO,281794003202,281794003202,81,81794,078139,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA PARMENIO BONILLA PAREDES,INSTITUTO PARMENIO BONILLA PAREDES,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/07/2002,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Educación profesional completa,Educación profesional completa,Estrato 4,3 a 4,No,Si,Si,No,A1,54,58,57,62,57,291
20172,TI,SB11201720299758,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,19/02/2002,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,No,Si,A-,46,70,54,61,52,291
20224,TI,SB11202240374493,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,03/04/2006,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,No,No,No,A-,43,59,60,55,64,291
20224,TI,SB11202240233382,RURAL,,A,ACADÉMICO,281794000602,281794000602,81,81794,155838,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,I.E. ANTONIO RICAURTE,ANTONIO RICAURTE,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/03/2003,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria incompleta,Estrato 1,7 a 8,No,No,No,Si,A1,51,68,54,57,56,291
20224,TI,SB11202240433852,RURAL,,A,NO APLICA,281300000079,281300000079,81,81300,567859,ARAUCA,MIXTO,MAÑANA,FORTUL,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81300,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/10/2005,F,TAME,FORTUL,COLOMBIA,COLOMBIA,N,Cinco,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,5 a 6,Si,Si,Si,No,A1,49,59,64,59,54,291
20194,TI,SB11201940338221,RURAL,,A,ACADÉMICO,281794004179,281794004179,81,81794,569384,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON,INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/06/2004,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Técnica o tecnológica completa,Educación profesional completa,Estrato 4,3 a 4,No,No,Si,Si,A1,55,61,56,54,63,291
20224,TI,SB11202240243528,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,082800,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,11/06/2005,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica completa,Primaria incompleta,Sin Estrato,3 a 4,No,No,Si,No,A2,60,67,55,46,64,291
20194,TI,SB11201940273313,RURAL,N,A,TÉCNICO,281794003202,281794003202,81,81794,078139,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA PARMENIO BONILLA PAREDES,INSTITUTO PARMENIO BONILLA PAREDES,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/07/2002,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Educación profesional completa,Educación profesional completa,Estrato 4,3 a 4,No,Si,Si,No,A1,54,58,57,62,57,291
20224,TI,SB11202240433852,RURAL,,A,NO APLICA,281300000079,281300000079,81,81300,567859,ARAUCA,MIXTO,MAÑANA,FORTUL,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81300,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/10/2005,F,TAME,FORTUL,COLOMBIA,COLOMBIA,N,Cinco,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,5 a 6,Si,Si,Si,No,A1,49,59,64,59,54,291
20224,TI,SB11202240374493,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,03/04/2006,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,No,No,No,A-,43,59,60,55,64,291
20162,CC,SB11201620371095,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,20/01/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 1,Seis,No,Si,No,No,A1,55,47,58,65,63,290
20224,TI,SB11202240481305,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/01/2005,M,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,Si,Si,Si,A1,57,63,61,54,54,290
20162,TI,SB11201620260353,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/12/1999,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 1,Cuatro,No,Si,No,No,A1,52,57,57,65,55,290
20162,TI,SB11201620111938,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,19/02/2000,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,Seis,No,Si,No,Si,A1,57,64,58,54,57,290
20152,TI,SB11201520460963,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/11/1998,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 1,Cuatro,No,Si,No,Si,A-,41,52,68,61,57,290
